Unnamed: 0,movie_id,title,genres,year,clean_title,genres_list,text_for_bert,cluster
436,440,Dave (1993),Comedy|Romance,1993.0,Dave,"['Comedy', 'Romance']",dave comedy romance,11
437,441,Dazed and Confused (1993),Comedy,1993.0,Dazed and Confused,['Comedy'],dazed confused comedy,3
438,442,Demolition Man (1993),Action|Sci-Fi,1993.0,Demolition Man,"['Action', 'Sci-Fi']",demolition man action scifi,5
439,443,"Endless Summer 2, The (1994)",Documentary,1994.0,"Endless Summer 2, The",['Documentary'],endless summer documentary,6
440,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993.0,Even Cowgirls Get the Blues,"['Comedy', 'Romance']",even cowgirls get blues comedy romance,11
441,445,Fatal Instinct (1993),Comedy,1993.0,Fatal Instinct,['Comedy'],fatal instinct comedy,14
442,446,Farewell My Concubine (1993),Drama|Romance,1993.0,Farewell My Concubine,"['Drama', 'Romance']",farewell concubine drama romance,11
443,447,"Favor, The (1994)",Comedy|Romance,1994.0,"Favor, The","['Comedy', 'Romance']",favor comedy romance,3
444,448,Fearless (1993),Drama,1993.0,Fearless,['Drama'],fearless drama,14
445,449,Fear of a Black Hat (1993),Comedy,1993.0,Fear of a Black Hat,['Comedy'],fear black hat comedy,14
446,450,With Honors (1994),Comedy|Drama,1994.0,With Honors,"['Comedy', 'Drama']",honors comedy drama,10
447,451,Flesh and Bone (1993),Drama|Mystery|Romance,1993.0,Flesh and Bone,"['Drama', 'Mystery', 'Romance']",flesh bone drama mystery romance,11
448,452,Widows' Peak (1994),Drama,1994.0,Widows' Peak,['Drama'],widows peak drama,10
449,453,For Love or Money (1993),Comedy,1993.0,For Love or Money,['Comedy'],love money comedy,0
450,454,"Firm, The (1993)",Drama|Thriller,1993.0,"Firm, The","['Drama', 'Thriller']",firm drama thriller,8
451,455,Free Willy (1993),Adventure|Children's|Drama,1993.0,Free Willy,"['Adventure', ""Children's"", 'Drama']",free willy adventure childrens drama,4
452,456,Fresh (1994),Drama,1994.0,Fresh,['Drama'],fresh drama,3
453,457,"Fugitive, The (1993)",Action|Thriller,1993.0,"Fugitive, The","['Action', 'Thriller']",fugitive action thriller,3
454,458,Geronimo: An American Legend (1993),Drama|Western,1993.0,Geronimo: An American Legend,"['Drama', 'Western']",geronimo american legend drama western,9
455,459,"Getaway, The (1994)",Action,1994.0,"Getaway, The",['Action'],getaway action,3
456,460,Getting Even with Dad (1994),Comedy,1994.0,Getting Even with Dad,['Comedy'],getting even dad comedy,3
457,461,Go Fish (1994),Drama|Romance,1994.0,Go Fish,"['Drama', 'Romance']",go fish drama romance,11
458,462,"Good Man in Africa, A (1994)",Action|Adventure,1994.0,"Good Man in Africa, A","['Action', 'Adventure']",good man africa action adventure,12
459,463,Guilty as Sin (1993),Crime|Drama|Thriller,1993.0,Guilty as Sin,"['Crime', 'Drama', 'Thriller']",guilty sin crime drama thriller,8
460,464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993.0,Hard Target,"['Action', 'Adventure', 'Crime', 'Thriller']",hard target action adventure crime thriller,8
461,465,Heaven & Earth (1993),Action|Drama|War,1993.0,Heaven & Earth,"['Action', 'Drama', 'War']",heaven earth action drama war,7
462,466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993.0,Hot Shots! Part Deux,"['Action', 'Comedy', 'War']",hot shots part deux action comedy war,12
463,467,Live Nude Girls (1995),Comedy,1995.0,Live Nude Girls,['Comedy'],live nude girls comedy,0
464,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,1995.0,"Englishman Who Went Up a Hill, But Came Down a Mountain, The","['Comedy', 'Romance']",englishman went hill came mountain comedy romance,11
465,469,"House of the Spirits, The (1993)",Drama|Romance,1993.0,"House of the Spirits, The","['Drama', 'Romance']",house spirits drama romance,11
466,470,House Party 3 (1994),Comedy,1994.0,House Party 3,['Comedy'],house party comedy,0
467,471,"Hudsucker Proxy, The (1994)",Comedy|Romance,1994.0,"Hudsucker Proxy, The","['Comedy', 'Romance']",hudsucker proxy comedy romance,11
468,472,I'll Do Anything (1994),Comedy|Drama,1994.0,I'll Do Anything,"['Comedy', 'Drama']",ill anything comedy drama,2
469,473,In the Army Now (1994),Comedy|War,1994.0,In the Army Now,"['Comedy', 'War']",army comedy war,14
470,474,In the Line of Fire (1993),Action|Thriller,1993.0,In the Line of Fire,"['Action', 'Thriller']",line fire action thriller,8
471,475,In the Name of the Father (1993),Drama,1993.0,In the Name of the Father,['Drama'],name father drama,3
472,476,"Inkwell, The (1994)",Comedy|Drama,1994.0,"Inkwell, The","['Comedy', 'Drama']",inkwell comedy drama,7
473,477,What's Love Got to Do with It? (1993),Drama,1993.0,What's Love Got to Do with It?,['Drama'],whats love got drama,3
474,478,Jimmy Hollywood (1994),Comedy,1994.0,Jimmy Hollywood,['Comedy'],jimmy hollywood comedy,2
475,479,Judgment Night (1993),Action,1993.0,Judgment Night,['Action'],judgment night action,3
476,480,Jurassic Park (1993),Action|Adventure|Sci-Fi,1993.0,Jurassic Park,"['Action', 'Adventure', 'Sci-Fi']",jurassic park action adventure scifi,5
477,481,Kalifornia (1993),Drama|Thriller,1993.0,Kalifornia,"['Drama', 'Thriller']",kalifornia drama thriller,8
478,482,Killing Zoe (1994),Thriller,1994.0,Killing Zoe,['Thriller'],killing zoe thriller,14
479,483,King of the Hill (1993),Drama,1993.0,King of the Hill,['Drama'],king hill drama,10
480,484,Lassie (1994),Adventure|Children's,1994.0,Lassie,"['Adventure', ""Children's""]",lassie adventure childrens,4
481,485,Last Action Hero (1993),Action|Comedy,1993.0,Last Action Hero,"['Action', 'Comedy']",last action hero action comedy,2
482,486,Life with Mikey (1993),Comedy,1993.0,Life with Mikey,['Comedy'],life mikey comedy,2
483,487,Lightning Jack (1994),Comedy|Western,1994.0,Lightning Jack,"['Comedy', 'Western']",lightning jack comedy western,9
484,488,M. Butterfly (1993),Drama,1993.0,M. Butterfly,['Drama'],butterfly drama,10
485,489,Made in America (1993),Comedy,1993.0,Made in America,['Comedy'],made america comedy,2
486,490,Malice (1993),Thriller,1993.0,Malice,['Thriller'],malice thriller,3
487,491,"Man Without a Face, The (1993)",Drama,1993.0,"Man Without a Face, The",['Drama'],man without face drama,3
488,492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993.0,Manhattan Murder Mystery,"['Comedy', 'Mystery']",manhattan murder mystery comedy mystery,9
489,493,Menace II Society (1993),Action|Crime|Drama,1993.0,Menace II Society,"['Action', 'Crime', 'Drama']",menace ii society action crime drama,7
490,494,Executive Decision (1996),Action|Thriller,1996.0,Executive Decision,"['Action', 'Thriller']",executive decision action thriller,8
491,495,In the Realm of the Senses (Ai no corrida) (1976),Drama,1976.0,In the Realm of the Senses (Ai no corrida),['Drama'],realm senses ai corrida drama,10
492,496,What Happened Was... (1994),Comedy|Drama|Romance,1994.0,What Happened Was...,"['Comedy', 'Drama', 'Romance']",happened comedy drama romance,3
493,497,Much Ado About Nothing (1993),Comedy|Romance,1993.0,Much Ado About Nothing,"['Comedy', 'Romance']",much ado nothing comedy romance,11
494,498,Mr. Jones (1993),Drama|Romance,1993.0,Mr. Jones,"['Drama', 'Romance']",mr jones drama romance,11
495,499,Mr. Wonderful (1993),Comedy|Romance,1993.0,Mr. Wonderful,"['Comedy', 'Romance']",mr wonderful comedy romance,11
496,500,Mrs. Doubtfire (1993),Comedy,1993.0,Mrs. Doubtfire,['Comedy'],mrs doubtfire comedy,2
497,501,Naked (1993),Drama,1993.0,Naked,['Drama'],naked drama,3
498,502,"Next Karate Kid, The (1994)",Action|Children's,1994.0,"Next Karate Kid, The","['Action', ""Children's""]",next karate kid action childrens,4
499,503,"New Age, The (1994)",Drama,1994.0,"New Age, The",['Drama'],new age drama,10
500,504,No Escape (1994),Action|Sci-Fi,1994.0,No Escape,"['Action', 'Sci-Fi']",escape action scifi,5
501,505,North (1994),Comedy,1994.0,North,['Comedy'],north comedy,3
502,506,Orlando (1993),Drama,1993.0,Orlando,['Drama'],orlando drama,10
503,507,"Perfect World, A (1993)",Action|Drama,1993.0,"Perfect World, A","['Action', 'Drama']",perfect world action drama,7
504,508,Philadelphia (1993),Drama,1993.0,Philadelphia,['Drama'],philadelphia drama,10
505,509,"Piano, The (1993)",Drama|Romance,1993.0,"Piano, The","['Drama', 'Romance']",piano drama romance,11
506,510,Poetic Justice (1993),Drama,1993.0,Poetic Justice,['Drama'],poetic justice drama,10
507,511,"Program, The (1993)",Action|Drama,1993.0,"Program, The","['Action', 'Drama']",program action drama,10
508,512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,1994.0,Robert A. Heinlein's The Puppet Masters,"['Horror', 'Sci-Fi']",robert heinleins puppet masters horror scifi,5
509,513,Radioland Murders (1994),Comedy|Mystery|Romance,1994.0,Radioland Murders,"['Comedy', 'Mystery', 'Romance']",radioland murders comedy mystery romance,11
510,514,"Ref, The (1994)",Comedy,1994.0,"Ref, The",['Comedy'],ref comedy,3
511,515,"Remains of the Day, The (1993)",Drama,1993.0,"Remains of the Day, The",['Drama'],remains day drama,3
512,516,Renaissance Man (1994),Comedy|Drama|War,1994.0,Renaissance Man,"['Comedy', 'Drama', 'War']",renaissance man comedy drama war,7
513,517,Rising Sun (1993),Action|Drama|Mystery,1993.0,Rising Sun,"['Action', 'Drama', 'Mystery']",rising sun action drama mystery,7
514,518,"Road to Wellville, The (1994)",Comedy,1994.0,"Road to Wellville, The",['Comedy'],road wellville comedy,2
515,519,Robocop 3 (1993),Sci-Fi|Thriller,1993.0,Robocop 3,"['Sci-Fi', 'Thriller']",robocop scifi thriller,8
516,520,Robin Hood: Men in Tights (1993),Comedy,1993.0,Robin Hood: Men in Tights,['Comedy'],robin hood men tights comedy,0
517,521,Romeo Is Bleeding (1993),Crime|Thriller,1993.0,Romeo Is Bleeding,"['Crime', 'Thriller']",romeo bleeding crime thriller,8
518,522,Romper Stomper (1992),Action|Drama,1992.0,Romper Stomper,"['Action', 'Drama']",romper stomper action drama,7
519,523,Ruby in Paradise (1993),Drama,1993.0,Ruby in Paradise,['Drama'],ruby paradise drama,10
520,524,Rudy (1993),Drama,1993.0,Rudy,['Drama'],rudy drama,3
521,525,"Saint of Fort Washington, The (1993)",Drama,1993.0,"Saint of Fort Washington, The",['Drama'],saint fort washington drama,3
522,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,1992.0,"Savage Nights (Nuits fauves, Les)",['Drama'],savage nights nuits fauves les drama,1
523,527,Schindler's List (1993),Drama|War,1993.0,Schindler's List,"['Drama', 'War']",schindlers list drama war,1
524,528,"Scout, The (1994)",Drama,1994.0,"Scout, The",['Drama'],scout drama,10
525,529,Searching for Bobby Fischer (1993),Drama,1993.0,Searching for Bobby Fischer,['Drama'],searching bobby fischer drama,3
526,530,Second Best (1994),Drama,1994.0,Second Best,['Drama'],second best drama,10
527,531,"Secret Garden, The (1993)",Children's|Drama,1993.0,"Secret Garden, The","[""Children's"", 'Drama']",secret garden childrens drama,10
528,532,Serial Mom (1994),Comedy|Crime|Horror,1994.0,Serial Mom,"['Comedy', 'Crime', 'Horror']",serial mom comedy crime horror,9
529,533,"Shadow, The (1994)",Action,1994.0,"Shadow, The",['Action'],shadow action,3
530,534,Shadowlands (1993),Drama|Romance,1993.0,Shadowlands,"['Drama', 'Romance']",shadowlands drama romance,11
531,535,Short Cuts (1993),Drama,1993.0,Short Cuts,['Drama'],short cuts drama,14
532,536,"Simple Twist of Fate, A (1994)",Drama,1994.0,"Simple Twist of Fate, A",['Drama'],simple twist fate drama,3
533,537,Sirens (1994),Comedy|Drama,1994.0,Sirens,"['Comedy', 'Drama']",sirens comedy drama,7
534,538,Six Degrees of Separation (1993),Drama,1993.0,Six Degrees of Separation,['Drama'],six degrees separation drama,3
535,539,Sleepless in Seattle (1993),Comedy|Romance,1993.0,Sleepless in Seattle,"['Comedy', 'Romance']",sleepless seattle comedy romance,11
536,540,Sliver (1993),Thriller,1993.0,Sliver,['Thriller'],sliver thriller,3
537,541,Blade Runner (1982),Film-Noir|Sci-Fi,1982.0,Blade Runner,"['Film-Noir', 'Sci-Fi']",blade runner filmnoir scifi,5
538,542,Son in Law (1993),Comedy,1993.0,Son in Law,['Comedy'],son law comedy,2
539,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1993.0,So I Married an Axe Murderer,"['Comedy', 'Romance', 'Thriller']",married axe murderer comedy romance thriller,8
540,544,Striking Distance (1993),Action,1993.0,Striking Distance,['Action'],striking distance action,14
541,545,Harlem (1993),Drama,1993.0,Harlem,['Drama'],harlem drama,10
542,546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,1993.0,Super Mario Bros.,"['Action', 'Adventure', ""Children's"", 'Sci-Fi']",super mario bros action adventure childrens scifi,5
543,547,Surviving the Game (1994),Action|Adventure|Thriller,1994.0,Surviving the Game,"['Action', 'Adventure', 'Thriller']",surviving game action adventure thriller,8
544,548,Terminal Velocity (1994),Action,1994.0,Terminal Velocity,['Action'],terminal velocity action,14
545,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,1993.0,Thirty-Two Short Films About Glenn Gould,['Documentary'],thirtytwo short films glenn gould documentary,6
546,550,Threesome (1994),Comedy|Romance,1994.0,Threesome,"['Comedy', 'Romance']",threesome comedy romance,11
547,551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,1993.0,"Nightmare Before Christmas, The","[""Children's"", 'Comedy', 'Musical']",nightmare christmas childrens comedy musical,4
548,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,1993.0,"Three Musketeers, The","['Action', 'Adventure', 'Comedy']",three musketeers action adventure comedy,9
549,553,Tombstone (1993),Western,1993.0,Tombstone,['Western'],tombstone western,12
550,554,Trial by Jury (1994),Thriller,1994.0,Trial by Jury,['Thriller'],trial jury thriller,3
551,555,True Romance (1993),Action|Crime|Romance,1993.0,True Romance,"['Action', 'Crime', 'Romance']",true romance action crime romance,11
552,556,"War Room, The (1993)",Documentary,1993.0,"War Room, The",['Documentary'],war room documentary,6
553,557,Mamma Roma (1962),Drama,1962.0,Mamma Roma,['Drama'],mamma roma drama,1
554,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,1994.0,"Pagemaster, The","['Action', 'Adventure', 'Animation', ""Children's"", 'Fantasy']",pagemaster action adventure animation childrens fantasy,4
555,559,"Paris, France (1993)",Comedy,1993.0,"Paris, France",['Comedy'],paris france comedy,3
556,560,"Beans of Egypt, Maine, The (1994)",Drama,1994.0,"Beans of Egypt, Maine, The",['Drama'],beans egypt maine drama,3
557,561,Killer (Bulletproof Heart) (1994),Thriller,1994.0,Killer (Bulletproof Heart),['Thriller'],killer bulletproof heart thriller,14
558,562,Welcome to the Dollhouse (1995),Comedy|Drama,1995.0,Welcome to the Dollhouse,"['Comedy', 'Drama']",welcome dollhouse comedy drama,7
559,563,Germinal (1993),Drama,1993.0,Germinal,['Drama'],germinal drama,10
560,564,Chasers (1994),Comedy,1994.0,Chasers,['Comedy'],chasers comedy,0
561,565,Cronos (1992),Horror,1992.0,Cronos,['Horror'],cronos horror,3
562,566,Naked in New York (1994),Comedy|Romance,1994.0,Naked in New York,"['Comedy', 'Romance']",naked new york comedy romance,11
563,567,Kika (1993),Drama,1993.0,Kika,['Drama'],kika drama,10
564,568,Bhaji on the Beach (1993),Comedy|Drama,1993.0,Bhaji on the Beach,"['Comedy', 'Drama']",bhaji beach comedy drama,7
565,569,Little Big League (1994),Children's|Comedy,1994.0,Little Big League,"[""Children's"", 'Comedy']",little big league childrens comedy,4
566,570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,1993.0,"Slingshot, The (Kådisbellan )","['Comedy', 'Drama']",slingshot kdisbellan comedy drama,7
567,571,"Wedding Gift, The (1994)",Drama,1994.0,"Wedding Gift, The",['Drama'],wedding gift drama,10
568,572,Foreign Student (1994),Drama,1994.0,Foreign Student,['Drama'],foreign student drama,10
569,573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,1993.0,"Ciao, Professore! (Io speriamo che me la cavo )",['Drama'],ciao professore io speriamo che la cavo drama,1
570,574,Spanking the Monkey (1994),Comedy|Drama,1994.0,Spanking the Monkey,"['Comedy', 'Drama']",spanking monkey comedy drama,7
571,575,"Little Rascals, The (1994)",Children's|Comedy,1994.0,"Little Rascals, The","[""Children's"", 'Comedy']",little rascals childrens comedy,4
572,576,Fausto (1993),Comedy,1993.0,Fausto,['Comedy'],fausto comedy,1
573,577,Andre (1994),Adventure|Children's,1994.0,Andre,"['Adventure', ""Children's""]",andre adventure childrens,4
574,578,"Hour of the Pig, The (1993)",Drama|Mystery,1993.0,"Hour of the Pig, The","['Drama', 'Mystery']",hour pig drama mystery,2
575,579,"Scorta, La (1993)",Thriller,1993.0,"Scorta, La",['Thriller'],scorta la thriller,1
576,580,Princess Caraboo (1994),Drama,1994.0,Princess Caraboo,['Drama'],princess caraboo drama,10
577,581,"Celluloid Closet, The (1995)",Documentary,1995.0,"Celluloid Closet, The",['Documentary'],celluloid closet documentary,6
578,582,Metisse (Café au Lait) (1993),Comedy,1993.0,Metisse (Café au Lait),['Comedy'],metisse caf au lait comedy,1
579,583,Dear Diary (Caro Diario) (1994),Comedy|Drama,1994.0,Dear Diary (Caro Diario),"['Comedy', 'Drama']",dear diary caro diario comedy drama,7
580,584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,1993.0,I Don't Want to Talk About It (De eso no se habla),['Drama'],dont want talk de eso se habla drama,1
581,585,"Brady Bunch Movie, The (1995)",Comedy,1995.0,"Brady Bunch Movie, The",['Comedy'],brady bunch movie comedy,9
582,586,Home Alone (1990),Children's|Comedy,1990.0,Home Alone,"[""Children's"", 'Comedy']",home alone childrens comedy,0
583,587,Ghost (1990),Comedy|Romance|Thriller,1990.0,Ghost,"['Comedy', 'Romance', 'Thriller']",ghost comedy romance thriller,9
584,588,Aladdin (1992),Animation|Children's|Comedy|Musical,1992.0,Aladdin,"['Animation', ""Children's"", 'Comedy', 'Musical']",aladdin animation childrens comedy musical,4
585,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1991.0,Terminator 2: Judgment Day,"['Action', 'Sci-Fi', 'Thriller']",terminator judgment day action scifi thriller,9
586,590,Dances with Wolves (1990),Adventure|Drama|Western,1990.0,Dances with Wolves,"['Adventure', 'Drama', 'Western']",dances wolves adventure drama western,7
587,591,Tough and Deadly (1995),Action|Drama|Thriller,1995.0,Tough and Deadly,"['Action', 'Drama', 'Thriller']",tough deadly action drama thriller,8
588,592,Batman (1989),Action|Adventure|Crime|Drama,1989.0,Batman,"['Action', 'Adventure', 'Crime', 'Drama']",batman action adventure crime drama,9
589,593,"Silence of the Lambs, The (1991)",Drama|Thriller,1991.0,"Silence of the Lambs, The","['Drama', 'Thriller']",silence lambs drama thriller,8
590,594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,1937.0,Snow White and the Seven Dwarfs,"['Animation', ""Children's"", 'Musical']",snow white seven dwarfs animation childrens musical,4
591,595,Beauty and the Beast (1991),Animation|Children's|Musical,1991.0,Beauty and the Beast,"['Animation', ""Children's"", 'Musical']",beauty beast animation childrens musical,4
592,596,Pinocchio (1940),Animation|Children's,1940.0,Pinocchio,"['Animation', ""Children's""]",pinocchio animation childrens,4
593,597,Pretty Woman (1990),Comedy|Romance,1990.0,Pretty Woman,"['Comedy', 'Romance']",pretty woman comedy romance,11
594,598,Window to Paris (1994),Comedy,1994.0,Window to Paris,['Comedy'],window paris comedy,3
595,599,"Wild Bunch, The (1969)",Western,1969.0,"Wild Bunch, The",['Western'],wild bunch western,12
596,600,Love and a .45 (1994),Thriller,1994.0,Love and a .45,['Thriller'],love thriller,3
597,601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,1994.0,"Wooden Man's Bride, The (Wu Kui)",['Drama'],wooden mans bride wu kui drama,1
598,602,"Great Day in Harlem, A (1994)",Documentary,1994.0,"Great Day in Harlem, A",['Documentary'],great day harlem documentary,6
599,603,"Bye Bye, Love (1995)",Comedy,1995.0,"Bye Bye, Love",['Comedy'],bye bye love comedy,2
600,604,Criminals (1996),Documentary,1996.0,Criminals,['Documentary'],criminals documentary,6
601,605,One Fine Day (1996),Drama|Romance,1996.0,One Fine Day,"['Drama', 'Romance']",one fine day drama romance,11
602,606,Candyman: Farewell to the Flesh (1995),Horror,1995.0,Candyman: Farewell to the Flesh,['Horror'],candyman farewell flesh horror,13
603,607,Century (1993),Drama,1993.0,Century,['Drama'],century drama,3
604,608,Fargo (1996),Crime|Drama|Thriller,1996.0,Fargo,"['Crime', 'Drama', 'Thriller']",fargo crime drama thriller,8
605,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,1996.0,Homeward Bound II: Lost in San Francisco,"['Adventure', ""Children's""]",homeward bound ii lost san francisco adventure childrens,12
606,610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1981.0,Heavy Metal,"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']",heavy metal action adventure animation horror scifi,5
607,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1996.0,Hellraiser: Bloodline,"['Action', 'Horror', 'Sci-Fi']",hellraiser bloodline action horror scifi,5
608,612,"Pallbearer, The (1996)",Comedy,1996.0,"Pallbearer, The",['Comedy'],pallbearer comedy,0
609,613,Jane Eyre (1996),Drama|Romance,1996.0,Jane Eyre,"['Drama', 'Romance']",jane eyre drama romance,11
610,614,Loaded (1994),Drama|Thriller,1994.0,Loaded,"['Drama', 'Thriller']",loaded drama thriller,3
611,615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,1973.0,Bread and Chocolate (Pane e cioccolata),['Drama'],bread chocolate pane e cioccolata drama,1
612,616,"Aristocats, The (1970)",Animation|Children's,1970.0,"Aristocats, The","['Animation', ""Children's""]",aristocats animation childrens,4
613,617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,1995.0,"Flower of My Secret, The (La Flor de Mi Secreto)",['Drama'],flower secret la flor de mi secreto drama,1
614,618,Two Much (1996),Comedy|Romance,1996.0,Two Much,"['Comedy', 'Romance']",two much comedy romance,11
615,619,Ed (1996),Comedy,1996.0,Ed,['Comedy'],ed comedy,14
616,620,Scream of Stone (Schrei aus Stein) (1991),Drama,1991.0,Scream of Stone (Schrei aus Stein),['Drama'],scream stone schrei aus stein drama,1
617,621,My Favorite Season (1993),Drama,1993.0,My Favorite Season,['Drama'],favorite season drama,3
618,623,"Modern Affair, A (1995)",Romance,1995.0,"Modern Affair, A",['Romance'],modern affair romance,11
619,624,Condition Red (1995),Action|Drama|Thriller,1995.0,Condition Red,"['Action', 'Drama', 'Thriller']",condition red action drama thriller,3
620,625,Asfour Stah (1990),Drama,1990.0,Asfour Stah,['Drama'],asfour stah drama,1
621,626,"Thin Line Between Love and Hate, A (1996)",Comedy,1996.0,"Thin Line Between Love and Hate, A",['Comedy'],thin line love hate comedy,2
622,627,"Last Supper, The (1995)",Drama|Thriller,1995.0,"Last Supper, The","['Drama', 'Thriller']",last supper drama thriller,3
623,628,Primal Fear (1996),Drama|Thriller,1996.0,Primal Fear,"['Drama', 'Thriller']",primal fear drama thriller,8
624,629,Rude (1995),Drama,1995.0,Rude,['Drama'],rude drama,3
625,630,Carried Away (1996),Drama|Romance,1996.0,Carried Away,"['Drama', 'Romance']",carried away drama romance,3
626,631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,1996.0,All Dogs Go to Heaven 2,"['Animation', ""Children's"", 'Musical']",dogs go heaven animation childrens musical,4
627,632,Land and Freedom (Tierra y libertad) (1995),War,1995.0,Land and Freedom (Tierra y libertad),['War'],land freedom tierra libertad war,1
628,633,Denise Calls Up (1995),Comedy,1995.0,Denise Calls Up,['Comedy'],denise calls comedy,3
629,634,Theodore Rex (1995),Comedy,1995.0,Theodore Rex,['Comedy'],theodore rex comedy,2
630,635,"Family Thing, A (1996)",Comedy|Drama,1996.0,"Family Thing, A","['Comedy', 'Drama']",family thing comedy drama,7
631,636,Frisk (1995),Drama,1995.0,Frisk,['Drama'],frisk drama,10
632,637,Sgt. Bilko (1996),Comedy,1996.0,Sgt. Bilko,['Comedy'],sgt bilko comedy,2
633,638,Jack and Sarah (1995),Romance,1995.0,Jack and Sarah,['Romance'],jack sarah romance,3
634,639,Girl 6 (1996),Comedy,1996.0,Girl 6,['Comedy'],girl comedy,0
635,640,Diabolique (1996),Drama|Thriller,1996.0,Diabolique,"['Drama', 'Thriller']",diabolique drama thriller,8
636,641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,1994.0,"Little Indian, Big City (Un indien dans la ville)",['Comedy'],little indian big city un indien dans la ville comedy,1
637,642,Roula (1995),Drama,1995.0,Roula,['Drama'],roula drama,10
638,643,Peanuts - Die Bank zahlt alles (1996),Comedy,1996.0,Peanuts - Die Bank zahlt alles,['Comedy'],peanuts die bank zahlt alles comedy,4
639,644,Happy Weekend (1996),Comedy,1996.0,Happy Weekend,['Comedy'],happy weekend comedy,2
640,645,Nelly & Monsieur Arnaud (1995),Drama,1995.0,Nelly & Monsieur Arnaud,['Drama'],nelly monsieur arnaud drama,1
641,647,Courage Under Fire (1996),Drama|War,1996.0,Courage Under Fire,"['Drama', 'War']",courage fire drama war,1
642,648,Mission: Impossible (1996),Action|Adventure|Mystery,1996.0,Mission: Impossible,"['Action', 'Adventure', 'Mystery']",mission impossible action adventure mystery,9
643,649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,1994.0,Cold Fever (Á köldum klaka),"['Comedy', 'Drama']",cold fever kldum klaka comedy drama,7
644,650,Moll Flanders (1996),Drama,1996.0,Moll Flanders,['Drama'],moll flanders drama,10
645,651,"Superweib, Das (1996)",Comedy,1996.0,"Superweib, Das",['Comedy'],superweib das comedy,1
646,652,"301, 302 (1995)",Mystery,1995.0,"301, 302",['Mystery'],mystery,3
647,653,Dragonheart (1996),Action|Adventure|Fantasy,1996.0,Dragonheart,"['Action', 'Adventure', 'Fantasy']",dragonheart action adventure fantasy,12
648,654,Und keiner weint mir nach (1996),Drama|Romance,1996.0,Und keiner weint mir nach,"['Drama', 'Romance']",und keiner weint mir nach drama romance,1
649,655,Mutters Courage (1995),Comedy,1995.0,Mutters Courage,['Comedy'],mutters courage comedy,2
650,656,Eddie (1996),Comedy,1996.0,Eddie,['Comedy'],eddie comedy,2
651,657,Yankee Zulu (1994),Comedy|Drama,1994.0,Yankee Zulu,"['Comedy', 'Drama']",yankee zulu comedy drama,2
652,658,Billy's Holiday (1995),Drama,1995.0,Billy's Holiday,['Drama'],billys holiday drama,10
653,659,Purple Noon (1960),Crime|Thriller,1960.0,Purple Noon,"['Crime', 'Thriller']",purple noon crime thriller,3
654,660,August (1996),Drama,1996.0,August,['Drama'],august drama,3
655,661,James and the Giant Peach (1996),Animation|Children's|Musical,1996.0,James and the Giant Peach,"['Animation', ""Children's"", 'Musical']",james giant peach animation childrens musical,4
656,662,Fear (1996),Thriller,1996.0,Fear,['Thriller'],fear thriller,14
657,663,Kids in the Hall: Brain Candy (1996),Comedy,1996.0,Kids in the Hall: Brain Candy,['Comedy'],kids hall brain candy comedy,2
658,664,Faithful (1996),Comedy,1996.0,Faithful,['Comedy'],faithful comedy,2
659,665,Underground (1995),War,1995.0,Underground,['War'],underground war,12
660,666,All Things Fair (1996),Drama,1996.0,All Things Fair,['Drama'],things fair drama,3
661,667,Bloodsport 2 (1995),Action,1995.0,Bloodsport 2,['Action'],bloodsport action,3
662,668,Pather Panchali (1955),Drama,1955.0,Pather Panchali,['Drama'],pather panchali drama,10
663,669,Aparajito (1956),Drama,1956.0,Aparajito,['Drama'],aparajito drama,10
